Moderate Positive Skew,Highly Positive Skew,Moderate Negative Skew,Highly Negative Skew,Moderate Positive Skew Log,Highly Positive Skew Log,Moderate Negative Skew Log,Highly Negative Skew Log
3.237921904,3.794425479,8.745694901,8.21335474,1.174931736,1.33353301,2.168561568,2.105761456
3.241312444,3.794773299,8.744977741,8.213066007,1.175978323,1.333624672,2.168479563,2.105726302
3.241723435,3.795582142,8.74343715,8.212266125,1.176105113,1.333837796,2.168303379,2.105628905
3.242966159,3.79562073,8.741122081,8.210937563,1.176488392,1.333847963,2.168038566,2.105467115
3.245087417,3.795639037,8.740746109,8.210009233,1.177142289,1.333852786,2.167995553,2.105354048
3.245520745,3.796677493,8.740668669,8.209696936,1.177275813,1.33412634,2.167986693,2.105316009
3.246844756,3.797523846,8.739234364,8.209574152,1.17768368,1.334349235,2.167822584,2.105301053
3.249258846,3.797652404,8.738144644,8.209069298,1.178426923,1.334383087,2.167697884,2.105239555
3.24965771,3.798032363,8.738117807,8.20857442,1.178549671,1.334483133,2.167694813,2.105179269
3.250856532,3.798890372,8.737252612,8.208229817,1.17891851,1.334709017,2.167595794,2.105137287
3.25172256,3.799192047,8.733915885,8.207521283,1.179184874,1.334788425,2.167213824,2.105050964
3.253003738,3.79990019,8.733778954,8.207359427,1.179578797,1.334974801,2.167198146,2.105031243
3.254767729,3.80031691,8.733736836,8.207202798,1.180120915,1.335084461,2.167193324,2.105012159
3.254989948,3.800581745,8.733645656,8.207187788,1.180189187,1.335154146,2.167182884,2.10501033
3.255058935,3.801280428,8.733226907,8.206703497,1.180210381,1.335337965,2.167134936,2.10495132
3.256015947,3.801915332,8.731114317,8.206560321,1.180504346,1.335504974,2.166893004,2.104933874
3.256565773,3.802171254,8.730940909,8.206355954,1.180673196,1.335572286,2.166873143,2.10490897
3.2566923,3.802347599,8.730136189,8.204286883,1.180712048,1.335618665,2.16678097,2.104656808
3.256745019,3.803399052,8.729790099,8.203170647,1.180728236,1.335895154,2.166741326,2.104520744
3.257730111,3.803933419,8.728862343,8.203164944,1.181030668,1.336035642,2.166635046,2.104520049
3.258686176,3.80397301,8.728735083,8.202505873,1.181324101,1.336046049,2.166620466,2.104439702
3.258744818,3.804772322,8.725593428,8.201520861,1.181342096,1.336256153,2.16626048,2.104319608
3.258967755,3.80481744,8.725519687,8.201499668,1.181410506,1.336268011,2.166252029,2.104317024
3.259473634,3.805155522,8.725366428,8.201407161,1.18156572,1.336356864,2.166234465,2.104305745
3.260885367,3.805713897,8.725180293,8.200018384,1.181998743,1.336503594,2.166213132,2.104136396
3.261680852,3.806663973,8.724001707,8.199879758,1.182242661,1.336753208,2.166078044,2.104119491
3.263565977,3.80749799,8.723199035,8.198536749,1.182820456,1.336972278,2.165986032,2.103955693
3.265622406,3.808462945,8.722428179,8.198441143,1.183450374,1.337225681,2.16589766,2.103944032
3.266253854,3.808936506,8.720426971,8.198221332,1.183643718,1.337350018,2.165668201,2.10391722
3.26693881,3.811222037,8.719946613,8.197934809,1.183853403,1.337949882,2.165613116,2.10388227
3.267747793,3.811493079,8.716485919,8.19790738,1.184100999,1.338020997,2.165216166,2.103878924
3.267872637,3.813122961,8.716288784,8.197748256,1.184139203,1.338448528,2.165193549,2.103859514
3.267940696,3.81531909,8.714789539,8.197361889,1.18416003,1.339024302,2.165021529,2.103812382
3.271775242,3.815446386,8.713894071,8.196851888,1.185332725,1.339057666,2.164918771,2.103750164
3.271911624,3.815620077,8.713381758,8.196752853,1.185374409,1.339103188,2.164859977,2.103738082
3.272557195,3.816445281,8.713058819,8.195997346,1.185571696,1.339319435,2.164822914,2.103645907
3.276400972,3.816935146,8.712710872,8.195141883,1.186745555,1.339447783,2.164782979,2.103541525
3.278502723,3.817188238,8.712009434,8.195130854,1.187386831,1.339514088,2.164702469,2.10354018
3.278871114,3.8177604,8.711947946,8.194538233,1.187499191,1.339663968,2.164695411,2.103467863
3.279098591,3.818051048,8.7118586,8.193550613,1.187568565,1.339740096,2.164685155,2.103347334
3.279768701,3.818187095,8.710655597,8.193192109,1.187772902,1.339775728,2.164547057,2.103303579
3.283971342,3.819352004,8.709957951,8.193109617,1.189053465,1.340080776,2.164466963,2.10329351
3.285233986,3.819931129,8.708359546,8.193086404,1.189437878,1.340232393,2.164283432,2.103290677
3.286324167,3.820239567,8.703264206,8.192982263,1.189769666,1.340313135,2.163698151,2.103277966
3.288616563,3.821128014,8.702710354,8.19277503,1.190466979,1.340545671,2.163634512,2.103252672
3.291414682,3.821843278,8.700427306,8.192700455,1.191317467,1.34073284,2.16337214,2.103243569
3.292118958,3.821888338,8.699274588,8.191768367,1.191531418,1.34074463,2.163239641,2.103129792
3.293170714,3.822695491,8.699196375,8.19066385,1.191850844,1.3409558,2.163230651,2.102994951
3.293936008,3.822883974,8.69914649,8.189550256,1.192083205,1.341005105,2.163224916,2.102858983
3.294036111,3.824234329,8.698223337,8.188738635,1.192113594,1.341358272,2.163118791,2.102759873
3.294609692,3.824334096,8.696122323,8.18865675,1.192287706,1.34138436,2.162877216,2.102749873
3.294784983,3.824513757,8.695842905,8.188533389,1.19234091,1.341431337,2.162845084,2.102734808
3.29641193,3.824667269,8.694686692,8.187680736,1.192834583,1.341471475,2.162712114,2.102630675
3.297341,3.825215234,8.69166419,8.187439581,1.193116386,1.341614736,2.162364427,2.102601222
3.297984241,3.826749743,8.691550966,8.186642046,1.193311446,1.342015812,2.1623514,2.102503807
3.299172277,3.829039706,8.691534049,8.185905963,1.193671612,1.342614042,2.162349454,2.10241389
3.300051331,3.829836172,8.6903949,8.185241526,1.193938023,1.342822027,2.162218381,2.102332719
3.302106834,3.830169523,8.689933856,8.184963967,1.194560699,1.342909064,2.162165328,2.102298808
3.302647625,3.830619231,8.68920893,8.184540865,1.194724457,1.343026469,2.162081903,2.102247115
3.303193814,3.830660694,8.687940322,8.184141276,1.194889823,1.343037293,2.161935894,2.102198291
3.304020941,3.830782245,8.685846236,8.1840116,1.195140194,1.343069024,2.161694831,2.102182446
3.305157491,3.831807547,8.685598565,8.183590764,1.195484125,1.343336636,2.161666317,2.102131023
3.305598973,3.832516026,8.684795894,8.18284238,1.195617689,1.343521513,2.161573898,2.102039569
3.305753952,3.833021386,8.684117706,8.182785981,1.195664572,1.343653366,2.161495806,2.102032677
3.309109258,3.83317617,8.683681533,8.182774828,1.196679047,1.343693747,2.161445578,2.102031314
3.310190894,3.833446487,8.682926272,8.181472656,1.19700586,1.343764265,2.1613586,2.101872166
3.310393625,3.833611097,8.680772437,8.180115731,1.197067102,1.343807204,2.161110515,2.101706299
3.31099854,3.834934295,8.678252855,8.17986297,1.197249818,1.344152302,2.160820224,2.101675399
3.312853947,3.835603834,8.677713574,8.179787118,1.197810038,1.344326876,2.160758081,2.101666126
3.31422825,3.837701335,8.676424837,8.179420901,1.198224791,1.344873577,2.160609559,2.101621354
3.314656812,3.838045234,8.674836163,8.17911437,1.198354092,1.344963183,2.16042644,2.101583877
3.315900256,3.839259405,8.67316336,8.178672675,1.198729157,1.345279485,2.160233587,2.101529873
3.318452437,3.839973138,8.672954301,8.178634693,1.199498541,1.345465371,2.160209483,2.101525229
3.318640288,3.840176617,8.672652082,8.175829754,1.199555147,1.34551836,2.160174636,2.101182211
3.320937937,3.840449867,8.672583428,8.175768348,1.200247254,1.345589513,2.16016672,2.1011747
3.321234501,3.840477551,8.671746365,8.174516221,1.200336551,1.345596721,2.160070197,2.101021537
3.322409395,3.841554635,8.67160041,8.173552172,1.200690241,1.345877138,2.160053365,2.100903597
3.323153592,3.84174292,8.669801382,8.173085056,1.200914209,1.345926149,2.159845882,2.100846445
3.323588809,3.8422671,8.668431177,8.172800031,1.201045166,1.346062583,2.159687826,2.100811571
3.324416171,3.842352551,8.667797545,8.170134863,1.201294071,1.346084822,2.159614727,2.100485416
3.325253307,3.842402841,8.667143717,8.169999563,1.201545854,1.346097911,2.159539292,2.100468855
3.325491659,3.842674683,8.667072763,8.169425393,1.201617531,1.346168656,2.159531106,2.100398575
3.327521064,3.842923779,8.666216243,8.168825496,1.202227602,1.346233478,2.159432276,2.10032514
3.330107637,3.84302179,8.665827258,8.16753495,1.203004627,1.346258982,2.15938739,2.100167144
3.33125264,3.844197207,8.665441237,8.167274507,1.203348401,1.346564792,2.159342844,2.100135256
3.331301241,3.844325442,8.665030135,8.164545695,1.203362991,1.34659815,2.159295401,2.099801084
3.33524109,3.84562468,8.664529069,8.164344006,1.204544968,1.346936055,2.159237573,2.099776381
3.335312602,3.846106962,8.663758839,8.158746289,1.204566409,1.347061458,2.159148674,2.099090516
3.335833638,3.846809839,8.662564384,8.158493184,1.204722615,1.347244192,2.159010797,2.099059493
3.337128512,3.846961893,8.662204956,8.158347904,1.20511071,1.347283718,2.158969304,2.099041686
3.338219731,3.847029245,8.660359146,8.158346644,1.20543765,1.347301226,2.158756194,2.099041531
3.340638906,3.847556102,8.660338839,8.15757102,1.206162078,1.347438168,2.158753849,2.098946456
3.340891867,3.849372585,8.660075387,8.157455933,1.206237797,1.34791017,2.158723428,2.098932347
3.342376619,3.849562772,8.659560212,8.157326387,1.206682117,1.347959576,2.158663937,2.098916467
3.343288656,3.849725513,8.65918679,8.156626902,1.20695495,1.34800185,2.158620814,2.098830714
3.345173095,3.852269462,8.657807919,8.155327346,1.20751844,1.348662445,2.158461563,2.098671376
3.347369224,3.852868272,8.656151496,8.154117224,1.208174731,1.348817877,2.158270224,2.098522981
3.348651028,3.853252644,8.652605517,8.153944764,1.208557587,1.348917634,2.157860491,2.09850183
3.350606467,3.853671621,8.651950975,8.15364186,1.209141364,1.349026362,2.157784842,2.098464681
3.350744092,3.853722455,8.649530139,8.153182539,1.209182438,1.349039553,2.157505,2.098408347
3.350859832,3.853737333,8.647210661,8.153002131,1.209216979,1.349043413,2.157236802,2.098386219
3.351257176,3.854093294,8.646533815,8.149977963,1.209335552,1.349135777,2.157158526,2.098015223
3.351663071,3.854615219,8.645337766,8.14871959,1.209456662,1.349271189,2.157020189,2.097860809
3.354272606,3.855938106,8.640981344,8.148617228,1.210234938,1.349614325,2.156516158,2.097848248
3.357454796,3.856341421,8.64018315,8.148539825,1.211183186,1.349718916,2.156423781,2.097838749
3.357760281,3.856505449,8.639512375,8.148195119,1.211274169,1.349761449,2.156346143,2.097796445
3.35789086,3.856641115,8.639468365,8.147012843,1.211313057,1.349796627,2.156341049,2.097651338
3.358968911,3.85716203,8.638470178,8.146612502,1.211634055,1.349931688,2.156225504,2.097602197
3.361540504,3.858509585,8.636821788,8.146436361,1.212399352,1.350280991,2.156034667,2.097580575
3.361841821,3.859547129,8.636426096,8.146156331,1.212488985,1.350549853,2.155988851,2.0975462
3.36295747,3.859573019,8.632770521,8.144527529,1.212820786,1.350556561,2.155565487,2.097346233
3.362995432,3.859965701,8.63026667,8.144300069,1.212832074,1.350658298,2.155275405,2.097318305
3.363964745,3.860524087,8.629317859,8.143778221,1.213120262,1.350802948,2.155165459,2.097254227
3.364247983,3.861323948,8.629043282,8.140498098,1.213204456,1.351010116,2.155133639,2.09685137
3.366565541,3.861500156,8.628739328,8.140123119,1.213893097,1.351055749,2.155098414,2.096805305
3.367132902,3.861655015,8.628467046,8.139854589,1.214061611,1.351095852,2.155066858,2.096772316
3.368848448,3.862044119,8.626500176,8.139523477,1.214570979,1.351196608,2.154838881,2.096731637
3.369010806,3.86209767,8.625751222,8.139399988,1.214619172,1.351210474,2.154752057,2.096716466
3.369264685,3.862528854,8.625467578,8.139330319,1.214694526,1.351322112,2.154719173,2.096707906
3.371526392,3.863005447,8.624984771,8.137643301,1.215365577,1.351445494,2.154663197,2.096500617
3.371638793,3.863055574,8.624888762,8.136266777,1.215398915,1.35145847,2.154652066,2.096331448
3.37242896,3.863588291,8.624216276,8.136248415,1.215633244,1.351596361,2.154574092,2.096329191
3.37270313,3.864267774,8.622872722,8.13595823,1.215714539,1.351772214,2.154418292,2.096293525
3.377155086,3.865685426,8.622025486,8.135936271,1.217033665,1.352139008,2.154320032,2.096290826
3.378509322,3.866906701,8.620908387,8.135421413,1.217434583,1.352454885,2.15419046,2.096227542
3.378613077,3.867102542,8.620123203,8.135362647,1.217465293,1.352505529,2.154099377,2.096220318
3.379495449,3.867543672,8.619599838,8.134907321,1.217726423,1.352619595,2.154038661,2.096164348
3.380991923,3.868186329,8.618739842,8.13371918,1.218169135,1.352785748,2.153938884,2.096018283
3.383015504,3.868493652,8.618710929,8.133039878,1.218767473,1.352865194,2.153935529,2.095934762
3.383652169,3.869035881,8.611942884,8.132532629,1.21895565,1.35300535,2.153149947,2.095872392
3.384062665,3.869040068,8.611135134,8.132392234,1.21907696,1.353006432,2.153056149,2.095855128
3.386742362,3.869718242,8.609864857,8.132085891,1.219868504,1.353181699,2.152908622,2.095817458
3.387780969,3.869961692,8.60965633,8.131613692,1.220175126,1.353244608,2.152884402,2.09575939
3.387979233,3.870957704,8.609498083,8.131476816,1.220233647,1.353501945,2.152866022,2.095742557
3.388751096,3.871037876,8.609169508,8.131376721,1.220461445,1.353522656,2.152827857,2.095730248
3.389726753,3.871064168,8.607945573,8.131058086,1.220749314,1.353529448,2.152685681,2.095691061
3.391117704,3.871624025,8.60724901,8.129981698,1.221159573,1.353674064,2.152604756,2.095558672
3.392336578,3.872473061,8.606363615,8.129713412,1.22151894,1.353893337,2.152501885,2.095525672
3.392428829,3.87462591,8.604580612,8.12890178,1.221546134,1.354449119,2.152294691,2.095425832
3.3944336,3.874651609,8.602584224,8.128681433,1.222136914,1.354455751,2.152062649,2.095398725
3.398627196,3.875671017,8.601709608,8.128298918,1.223371584,1.354718813,2.151960975,2.095351666
3.398784322,3.876545028,8.598039053,8.124982275,1.223417815,1.3549443,2.15153416,2.094943547
3.400471567,3.876698712,8.596152346,8.124842729,1.223914118,1.354983944,2.151314702,2.094926372
3.403723145,3.877473211,8.595547933,8.124642991,1.224869875,1.355183707,2.151244387,2.094901788
3.404661764,3.877502303,8.59534942,8.124104784,1.2251456,1.35519121,2.151221292,2.094835542
3.406271815,3.877685611,8.593513065,8.123963092,1.225618384,1.355238484,2.151007624,2.094818101
3.40702439,3.878890062,8.593045365,8.123366159,1.225839297,1.355549046,2.150953198,2.09474462
3.40728038,3.878921219,8.592530937,8.122666605,1.225914431,1.355557079,2.15089333,2.0946585
3.407492261,3.879012974,8.5905881,8.122283824,1.225976613,1.355580733,2.150667197,2.094611374
3.40829052,3.879651999,8.588981793,8.122248329,1.226210852,1.355745459,2.150480195,2.094607004
3.411445457,3.881595035,8.588048781,8.121710343,1.227136089,1.356246161,2.15037156,2.094540765
3.411979533,3.882761655,8.587268851,8.121470114,1.227292631,1.356546667,2.15028074,2.094511186
3.412157913,3.883200577,8.583232216,8.120673537,1.22734491,1.356659705,2.149810558,2.094413099
3.41228746,3.88343332,8.583181187,8.119760162,1.227382876,1.356719639,2.149804612,2.094300617
3.412344524,3.883518556,8.582216973,8.118658716,1.227399599,1.356741587,2.149692269,2.094164958
3.412665973,3.883661334,8.581453535,8.116424868,1.227493796,1.356778351,2.149603309,2.09388977
3.414481332,3.883818741,8.581033612,8.116374896,1.228025602,1.356818881,2.149554374,2.093883613
3.41490881,3.883869126,8.580202528,8.115800886,1.22815079,1.356831854,2.149457518,2.093812888
3.415759992,3.884786054,8.579769311,8.115641234,1.228400014,1.357067913,2.149407026,2.093793216
3.415995267,3.884881958,8.579697064,8.115406131,1.22846889,1.357092599,2.149398606,2.093764247
3.416072367,3.88544326,8.57880006,8.114663068,1.22849146,1.357237073,2.149294051,2.09367268
3.417819824,3.885525289,8.578463257,8.11428389,1.229002869,1.357258184,2.14925479,2.093625952
3.418176664,3.886018495,8.576591662,8.114097735,1.22910727,1.35738511,2.149036592,2.09360301
3.418608619,3.886266003,8.576363538,8.113405806,1.229233632,1.3574488,2.149009994,2.093517731
3.420800273,3.88758507,8.57372718,8.113071841,1.229874522,1.35778816,2.148702548,2.093476568
3.421687651,3.887781984,8.573403624,8.113063598,1.230133895,1.357838811,2.148664809,2.093475552
3.42349889,3.887970746,8.570091789,8.112995086,1.230663095,1.357887362,2.148278443,2.093467108
3.424066144,3.888232202,8.570050659,8.112194203,1.230828776,1.357954608,2.148273644,2.093368387
3.424657876,3.888980193,8.569323344,8.112125351,1.231001577,1.358146962,2.148188773,2.093359899
3.424742322,3.889145932,8.568714495,8.111125269,1.231026234,1.358189579,2.148117721,2.093236609
3.425038006,3.889148771,8.567732424,8.111017373,1.231112568,1.358190309,2.148003103,2.093223307
3.425772177,3.890441218,8.567191792,8.110905202,1.231326899,1.358522575,2.14794,2.093209477
3.42635011,3.890940659,8.56680973,8.110708687,1.231495587,1.358650943,2.147895403,2.093185249
3.42662398,3.891298318,8.566052173,8.110147432,1.231575514,1.35874286,2.14780697,2.093116047
3.42718654,3.891385184,8.564839182,8.109955947,1.231739674,1.358765183,2.147665355,2.093092436
3.427898429,3.893655386,8.564589669,8.109474264,1.23194737,1.359348404,2.147636223,2.09303304
3.428507079,3.89376949,8.56388423,8.10924284,1.232124912,1.359377709,2.147553852,2.093004502
3.428670174,3.894645406,8.563883321,8.108802157,1.232172482,1.359602637,2.147553746,2.092950158
3.428860565,3.895049401,8.562029766,8.108575707,1.232228009,1.359706362,2.147337284,2.092922231
3.429656407,3.895113117,8.560284202,8.108208042,1.232460083,1.35972272,2.147133391,2.092876887
3.429797129,3.895489436,8.559530207,8.107622005,1.232501113,1.359819329,2.147045306,2.092804607
3.430114646,3.896047245,8.558760543,8.107503724,1.232593685,1.359962512,2.146955383,2.092790019
3.431607151,3.8963178,8.558730495,8.106210899,1.233028709,1.360031953,2.146951872,2.092630546
3.431677294,3.896865708,8.558089637,8.106028369,1.233049149,1.360172565,2.146876992,2.092608028
3.43205826,3.897509593,8.555940161,8.104811954,1.233160157,1.360337783,2.146625797,2.092457954
3.433297272,3.897855727,8.554627761,8.104640595,1.233521103,1.360426588,2.146472395,2.092436811
3.436778748,3.897917186,8.554061696,8.103525184,1.234534622,1.360442356,2.146406222,2.092299175
3.436801593,3.89842675,8.553045248,8.103269787,1.234541269,1.360573074,2.146287389,2.092267658
3.438567952,3.899239715,8.549475342,8.103235642,1.235055092,1.360781589,2.145869918,2.092263444
3.439638847,3.899310567,8.546368507,8.102938141,1.23536648,1.36079976,2.145506457,2.092226729
3.439868092,3.900449434,8.544422292,8.101977458,1.235433125,1.361091786,2.145278707,2.092108163
3.44150031,3.901275774,8.544260266,8.09906938,1.235907513,1.361303621,2.145259744,2.091749164
3.441658691,3.901435234,8.54180311,8.099049537,1.235953533,1.361344494,2.144972123,2.091746714
3.442592648,3.902042186,8.540951524,8.097346646,1.236224864,1.361500054,2.144872421,2.091536433
3.443169965,3.902576782,8.540941528,8.096724162,1.236392549,1.361637048,2.144871251,2.091459555
3.444036875,3.903254025,8.540087741,8.096256358,1.236644294,1.361810571,2.144771282,2.091401777
3.444049713,3.903442437,8.539960777,8.096093439,1.236648021,1.36185884,2.144756415,2.091381654
3.444504009,3.903597954,8.539381976,8.095017284,1.23677992,1.36189868,2.144688637,2.091248722
3.445982177,3.903991431,8.538391744,8.093057719,1.237208966,1.361999474,2.14457267,2.091006622
3.446705775,3.904062194,8.537558991,8.092695832,1.237418927,1.362017599,2.144475135,2.090961906
3.447525254,3.906918642,8.535916505,8.092621345,1.237656656,1.362748992,2.144282732,2.090952701
3.448946605,3.906937693,8.534915538,8.092563716,1.238068853,1.362753868,2.14416546,2.09094558
3.449588124,3.907112063,8.534268139,8.092281993,1.23825484,1.362798498,2.144089604,2.090910767
3.449735556,3.90712395,8.534261187,8.091723826,1.238297578,1.362801541,2.14408879,2.090841789
3.451604275,3.907215611,8.534159939,8.090890606,1.23883913,1.362825,2.144076926,2.090738812
3.451919015,3.908213593,8.533985748,8.090505995,1.238930313,1.363080388,2.144056515,2.090691275
3.451980243,3.90901789,8.533792397,8.090035959,1.23894805,1.363286163,2.144033858,2.090633176
3.453525933,3.910510206,8.533672037,8.089858409,1.239395719,1.363667853,2.144019754,2.090611229
3.455009661,3.911756771,8.533618474,8.088816221,1.239825253,1.363986575,2.144013477,2.090482394
3.458363802,3.911766108,8.533598233,8.088323617,1.240795588,1.363988962,2.144011105,2.090421493
3.458745194,3.913244373,8.533238722,8.0879931,1.240905863,1.364366793,2.143968975,2.090380629
3.459344999,3.913367337,8.53185121,8.087935508,1.241079265,1.364398215,2.143806361,2.090373508
3.460753592,3.913450752,8.528978761,8.087770993,1.241486367,1.36441953,2.143469631,2.090353167
3.460882402,3.913722007,8.528242697,8.087505138,1.241523586,1.364488841,2.143383326,2.090320295
3.464998582,3.915462254,8.525613741,8.087075389,1.242712223,1.364933395,2.143075014,2.090267156
3.466158462,3.915645948,8.521240015,8.086750426,1.243046909,1.364980309,2.142561872,2.090226973
3.467300149,3.915774105,8.520084272,8.086406689,1.243376236,1.365013038,2.142426232,2.090184465
3.46775715,3.916331788,8.519670296,8.085977209,1.243508031,1.365155447,2.142377642,2.090131353
3.468156821,3.916590551,8.519496834,8.085897118,1.243623277,1.365221518,2.142357282,2.090121448
3.469054294,3.917443589,8.518349711,8.085461414,1.243882019,1.365439295,2.142222626,2.090067562
3.469251033,3.917496586,8.517173368,8.084486707,1.24393873,1.365452824,2.142084521,2.089947004
3.469497724,3.918735048,8.517166147,8.083665072,1.244009835,1.36576891,2.142083674,2.089845368
3.470858043,3.918792979,8.51704027,8.083414137,1.244401838,1.365783693,2.142068894,2.089814325
3.471381069,3.919724141,8.514386945,8.08263989,1.244552517,1.366021279,2.141757314,2.089718538
3.472767454,3.920651578,8.513750749,8.082424817,1.244951813,1.366257859,2.141682592,2.089691929
3.473730054,3.920924024,8.512957182,8.082155462,1.24522896,1.366327346,2.141589377,2.089658602
3.473790083,3.921322212,8.51269403,8.08203056,1.245246241,1.366428896,2.141558465,2.089643148
3.473825346,3.922297789,8.512191642,8.082012392,1.245256392,1.366677653,2.141499447,2.0896409
3.475692488,3.92322674,8.511738538,8.081779926,1.245793736,1.366914463,2.141446215,2.089612136
3.478401207,3.923345992,8.509476647,8.081264048,1.246572765,1.366944859,2.141180442,2.089548302
3.478418643,3.923541757,8.509182371,8.081066832,1.246577778,1.366994755,2.141145859,2.089523897
3.478955969,3.924163648,8.506846634,8.080984417,1.24673224,1.367153245,2.140871326,2.089513699
3.48078127,3.92709055,8.50424895,8.080477661,1.247256771,1.367898834,2.140565915,2.089450987
3.480925008,3.927208137,8.501955791,8.080179268,1.247298065,1.367928776,2.14029623,2.089414059
3.481978081,3.92845866,8.501909178,8.07993714,1.247600546,1.36824715,2.140290747,2.089384093
3.482705179,3.92865882,8.501363793,8.079168325,1.247809342,1.3682981,2.140226597,2.089288937
3.483069913,3.928941738,8.499415566,8.0791125,1.247914064,1.368370112,2.139997404,2.089282027
3.48321396,3.930060352,8.497731565,8.07910289,1.247955419,1.368654783,2.139799253,2.089280838
3.483292354,3.930380704,8.497362804,8.07899978,1.247977925,1.368736292,2.139755857,2.089268075
3.483635684,3.9307827,8.496853221,8.078713082,1.248076485,1.368838566,2.139695886,2.089232588
3.486010455,3.931285465,8.496507405,8.077176814,1.248757946,1.368966463,2.139655186,2.089042407
3.486506801,3.932259746,8.495616495,8.077152785,1.248900318,1.36921426,2.139550324,2.089039432
3.486534304,3.932529299,8.495403052,8.076630591,1.248908207,1.369282806,2.1395252,2.088974779
3.488137815,3.932803187,8.493774897,8.076584701,1.249368016,1.369352451,2.13933353,2.088969098
3.488216476,3.933599793,8.491911874,8.076530367,1.249390567,1.369554984,2.139114166,2.08896237
3.490462964,3.935430572,8.490554658,8.075948862,1.250034382,1.370020297,2.138954329,2.088890368
3.492568581,3.935459228,8.4886195,8.075884012,1.250637449,1.370027578,2.138726384,2.088882338
3.492890882,3.938036332,8.488381387,8.075598883,1.250729726,1.370682206,2.138698333,2.088847031
3.493368387,3.93925729,8.488065455,8.07524072,1.250866425,1.3709922,2.138661113,2.088802679
3.4941355,3.939719076,8.487590357,8.074796299,1.251085992,1.37110942,2.138605139,2.088747643
3.495089926,3.939800575,8.487573956,8.074761175,1.251359105,1.371130107,2.138603206,2.088743293
3.496870189,3.940076803,8.486593848,8.073140538,1.251868337,1.371200216,2.138487724,2.088542569
3.497339316,3.940277101,8.485050675,8.071181534,1.252002484,1.371251051,2.138305871,2.088299882
3.498596174,3.941134758,8.485020323,8.071073518,1.252361795,1.371468691,2.138302294,2.088286499
3.501150893,3.941174991,8.483328644,8.070903648,1.253091741,1.3714789,2.138102902,2.088265452
3.501164245,3.942206805,8.482138721,8.070221454,1.253095555,1.371740669,2.137962626,2.088180924
3.501168216,3.942702122,8.48031701,8.068802688,1.253096689,1.371866306,2.137747832,2.088005105
3.501345338,3.942986209,8.480060088,8.068166161,1.253147277,1.371938357,2.137717536,2.087926215
3.501635871,3.943099082,8.479758575,8.067383747,1.253230251,1.371966983,2.137681979,2.087829235
3.503092544,3.943491375,8.47941757,8.066073273,1.253646162,1.372066467,2.137641765,2.087666781
3.506928135,3.943728601,8.478348131,8.066066087,1.254740479,1.372126621,2.137515635,2.08766589
3.509588171,3.943899302,8.477791237,8.065352867,1.2554987,1.372169904,2.137449949,2.087577464
3.510041503,3.944538133,8.477031344,8.064416896,1.255627862,1.372331871,2.137360311,2.087461408
3.512420337,3.944855078,8.476642226,8.063766998,1.256305355,1.372412218,2.137314407,2.087380817
3.512706727,3.945286571,8.474639478,8.06375736,1.256386888,1.372521593,2.137078113,2.087379622
3.513806631,3.945531572,8.474133867,8.063363502,1.25669996,1.372583691,2.137018449,2.087330777
3.514923802,3.945630352,8.474113504,8.063267567,1.257017847,1.372608727,2.137016046,2.08731888
3.514927063,3.945850227,8.473643659,8.06267284,1.257018775,1.372664451,2.1369606,2.087245119
3.515621139,3.945941593,8.47298546,8.062581717,1.257216221,1.372687606,2.136882921,2.087233818
3.516466882,3.946182452,8.472810864,8.062268992,1.257456759,1.372748644,2.136862315,2.08719503
3.516750936,3.946558752,8.472732899,8.061852881,1.257537534,1.372843997,2.136853113,2.087143416
3.516802113,3.947101199,8.472288897,8.061496884,1.257552086,1.372981436,2.136800708,2.087099257
3.518210274,3.947527352,8.471777079,8.061165703,1.257952415,1.373089396,2.136740295,2.087058174
3.518570328,3.947788888,8.469955456,8.061126981,1.25805475,1.373155647,2.13652525,2.087053371
3.519116471,3.948052958,8.466570042,8.060228955,1.258209956,1.373222535,2.136125473,2.086941962
3.521724602,3.948605093,8.466465312,8.059778633,1.258950813,1.373362376,2.136113103,2.086886091
3.522201647,3.948644967,8.46517768,8.059662678,1.259086262,1.373372474,2.135961005,2.086871704
3.524347272,3.948731042,8.464334599,8.058963906,1.259695248,1.373394272,2.135861406,2.086785001
3.524755471,3.950046781,8.463731045,8.057528595,1.259811064,1.373727422,2.135790098,2.086606884
3.525359997,3.950184998,8.462481892,8.057097068,1.259982558,1.373762413,2.135642498,2.086553326
3.525416767,3.95090418,8.462386687,8.056666879,1.259998661,1.373944459,2.135631248,2.086499932
3.525823339,3.951048306,8.461968064,8.056484523,1.26011398,1.373980938,2.135581778,2.086477298
3.526009202,3.951776936,8.461508002,8.055267832,1.260166694,1.374165335,2.135527409,2.086326266
3.526195048,3.95202864,8.461214035,8.052890344,1.2602194,1.374229027,2.135492666,2.086031076
3.526211017,3.952318066,8.459544133,8.052824728,1.260223928,1.374302259,2.135295287,2.086022928
3.527116586,3.952338604,8.457897775,8.052658258,1.260480706,1.374307455,2.135100653,2.086002255
3.528032989,3.952813855,8.457749969,8.052625317,1.260740489,1.374427694,2.135083177,2.085998165
3.528630783,3.953208097,8.455848324,8.052199713,1.260909916,1.374527426,2.134858311,2.08594531
3.52918161,3.954712187,8.453609119,8.051435852,1.261066006,1.374907827,2.134593465,2.085850442
